發文ID,,文章ID,發文時間,更新時間,樓層,留言內容,按讚數,withNickname,是否被作者隱藏,meta,是否為發文者,性別,學校,reportReason,mediaMeta,是否隱藏,inReview,reportReasonText,isSuspiciousAccount,isModerator,doorplate,subCommentCount,edited,postAvatar,activityAvatar,verifiedBadge,memberType,enablePrivateMessage,個人主頁
5411eb5a-a57c-42c5-b104-d5b42695d80c,True,237767780,2021-12-28T13:48:36.908Z,2021-12-28T13:48:36.908Z,2,B1有讀講義就可以嗎！我看課綱好像還有要報告？！,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
f5fc34d9-d0c4-4931-9f5b-9eaa2abfaeea,True,237767780,2021-12-28T15:17:53.404Z,2021-12-28T15:17:53.404Z,3,"B2 期中是這樣 本來想說自己上課看主科大概被當定了 結果在愛學習看到之前讓我們看的講義 考前臨時抱佛腳發現題目都有出

我還是不會 我的問題🥺
沒說要報告欸:0 但下禮拜期末考",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
5b003c0b-1de1-470e-b0b6-66dec297d462,True,237767780,2021-12-28T16:56:22.193Z,2021-12-28T16:56:22.193Z,4,B3那期末考如果也是這樣的話可以再麻煩你告訴我嗎~~謝謝你！！,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
01c774bf-5812-4f70-9a73-9ba148e4d592,True,237767780,2021-12-29T00:30:15.038Z,2021-12-29T00:30:15.038Z,5,B4 行啊 我建議你是都上 反正能停修🤣,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
83494aa4-f8ed-4fa8-b1ff-40670328bfbb,False,237767780,2022-01-04T05:25:44.919Z,2022-01-04T05:25:52.843Z,6,,,False,True,{},False,,,,[],True,False,,False,False,6,,False,,,False,,,
cbcec95c-6330-43d5-a61d-27698be5542a,True,237767780,2022-01-22T05:35:04.052Z,2022-01-22T05:35:04.052Z,7,B0 我回來了 我總分77過ʕ •ᴥ•ʔ 課本是一次都沒打開 上課找人代簽防疫簽 2、3次實點有到 期中期末都有考到 但都沒講成績(´･ω･`) 給你參考,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
3292fb29-826d-4750-bdb8-2d1511c92867,True,237767780,2022-01-22T05:37:22.247Z,2022-01-22T05:40:59.002Z,8,租稅實務：好過，基本上不要太混，考試都有來考就能過,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,8,,False,,,False,,,False
708d2a35-84c4-467c-9a59-51df0f8dd423,True,237766271,2021-12-27T12:13:17.517Z,2021-12-27T12:13:17.517Z,1,"就是一個很慈祥的老伯伯
平常會點名（忘記是手點還是掃描了）
期中期末報告都很簡單
就是看租稅相關新聞然後寫自己的見解
好過推推！",3.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
63556109-096f-4fd0-af8e-118cc9e4f2e4,True,237766271,2021-12-28T05:46:41.247Z,2021-12-28T05:46:41.247Z,2,"老師人很好阿
推B1 是個慈祥老伯伯～～",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
d9bfe57d-9af4-407b-8cef-a7c8b6def074,True,237766271,2021-12-28T06:19:55.838Z,2021-12-28T06:19:55.838Z,3,"謝謝B1 🙏
（希望這門課能開課成功！",0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
aa5766cf-78c8-419f-99e3-2d985ca1705f,True,237766271,2021-12-28T06:20:46.195Z,2021-12-28T06:20:46.195Z,4,"B2 謝謝🙏
https://sticker-assets.dcard.tw/images/d0764c8b-f751-44ed-a719-51fce3089b3f/orig.png",0.0,False,False,{},True,F,中原大學,,"[{'id': '73f67c5d-1347-4c81-b3a1-44d8192ffefc', 'url': 'https://sticker-assets.dcard.tw/images/d0764c8b-f751-44ed-a719-51fce3089b3f/orig.png', 'normalizedUrl': 'https://megapx.dcard.tw/v1/images/d0764c8b-f751-44ed-a719-51fce3089b3f', 'thumbnail': '', 'type': 'image/sticker', 'tags': ['IMAGE_NOT_AVAILABLE'], 'createdAt': '2021-12-28T06:20:46.195Z', 'updatedAt': '2021-12-28T06:20:46.195Z', 'width': 512, 'height': 512}]",False,False,,False,False,4,,False,,,False,,,
ac594b1d-7802-4122-b81c-bb56df35dceb,True,237721935,2021-12-21T13:42:32.888Z,2021-12-21T13:42:32.888Z,1,舒服 老師人滿好的 但我是都自己讀啦,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
91729f01-6e63-46a4-af48-5f50f75e7519,True,237721935,2021-12-21T13:57:34.151Z,2021-12-21T13:57:34.151Z,2,老師人很好 但上課無聊 然後翻譯真的很難翻到她想要的,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
50d96630-6a45-4db9-8ac4-dca5921748d6,True,237721935,2021-12-21T14:00:20.547Z,2021-12-21T14:00:20.547Z,3,B2 請問也算在筆譯內嗎 然後課綱好像有上台報告的部分,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
4aa6b011-6ffd-482c-a9e2-feae3e60442e,True,237721935,2021-12-21T16:04:22.636Z,2021-12-21T16:04:22.636Z,4,比較想知道為甚麼今年開始中英翻譯(二)變成選修？以前都是必修的說,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
044746be-b60e-40ba-b9e0-2abc1aa57a47,False,237721935,2021-12-21T16:26:25.291Z,2021-12-21T16:26:25.291Z,5,"會不會是覺得學生程度不夠？老師之前有抱怨
然後下學期只剩羅在教耶",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,5,,False,,,False,,應用外國語文學系,
fe609751-4018-4541-8bb4-55017500b044,True,237721935,2021-12-21T16:27:34.304Z,2021-12-21T16:27:34.304Z,6,B5 天哪 老師竟然有抱怨,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
0c215bb9-a9a9-4add-830a-9d5e81e742e9,False,237721935,2021-12-22T08:45:44.082Z,2021-12-22T08:45:44.082Z,7,塊陶,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,應用外國語文學系,
ef8ea9e4-d72f-4873-8ea5-e492826b174e,True,237719640,2021-12-21T06:00:24.223Z,2021-12-21T06:00:24.223Z,1,給我名額，我下學期打500字心得ಥ_ಥ,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
be5b70bc-6d06-42f7-b78f-be2916a39126,True,237719640,2021-12-21T07:09:57.260Z,2021-12-21T07:09:57.260Z,2,B1 什麼意思🤣,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,2,,False,https://megapx.dcard.tw/v1/images/234b7853-ab4c-458a-8a60-f2dcc5185df4/encode/160,https://megapx.dcard.tw/v1/images/234b7853-ab4c-458a-8a60-f2dcc5185df4/encode/160,False,,,
ee4c323f-71b7-42ca-b20d-35f9361bd473,True,237719640,2021-12-21T12:13:36.640Z,2021-12-21T12:13:36.640Z,3,"沒點名 所以去的人都越來越少
老師上課方式主要都講課為主 沒有討論 比較容易聽到想睡覺⋯
有時候會講話講到偏題 但我都蠻喜歡老師分享的課外內容 哈哈哈哈哈
分數就是期末個人+團體報告
團體報告大概5-6人一組 挑一個創傷類型報告（例如天災意外之類的）
個人報告可以根據團體報告的主題自己整理摘要兩篇文獻（一篇英一篇中）
給分很甜～",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
ad8f3ff3-f445-4cf9-a5ca-3419f078dc4e,True,237719640,2021-12-21T12:19:35.829Z,2021-12-21T12:19:35.829Z,4,B2 沒選到課_(:_」∠)_,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
18415176-9041-430b-815d-14dd3e61c1ce,False,237719640,2021-12-21T13:59:05.044Z,2021-12-21T13:59:05.044Z,5,有福建我還不推爆 災難心理學是老師的專長 我以前想修都修不到 重點是老師很帥 而且還很有內涵 聽他講話都是一種享受,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,5,,False,,,False,,心理學系,
da3273e0-c670-47e3-8365-6222d7fb1f45,True,237715759,2021-12-20T14:46:03.004Z,2021-12-20T14:46:03.004Z,1,佛,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
9a1330bd-6267-4971-b354-18f409d699d3,True,237715759,2021-12-20T14:53:06.975Z,2021-12-20T15:16:55.518Z,2,"若暉老師人很好～很有學問！充滿教學熱忱～
上課可以學到很多金融科技的知識～課程也會介紹群募～我們109-2期中是小組群募提案、期末群募競賽

上課會點名，有期中期末考，要用心讀上課內容～有名詞解釋、申論題，申論題不難，記得花點時間讀書唷👍",1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
fd73735d-9f60-4e12-b344-8da71179eb33,True,237715759,2021-12-21T04:34:23.300Z,2021-12-21T04:34:23.300Z,3,"B1 
B2 謝謝！",1.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
d6c488de-466b-43f4-a7aa-e9fd8aea7345,True,237715727,2021-12-20T15:36:30.135Z,2021-12-20T15:36:30.135Z,1,大佛,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
90095e68-a062-473a-8e06-f6633ab6da61,True,237715727,2021-12-20T16:18:55.700Z,2021-12-20T16:18:55.700Z,2,+1也想問🙌,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
ebf9602a-ac80-4213-b983-8429d3da4ca8,True,237715727,2021-12-20T16:50:37.630Z,2021-12-21T07:26:21.640Z,3,"B1 怎麼說呢？請問真的能學到東西嗎？
它有三節課卻只有1學分😂😭😭",0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,False
241f455f-7b04-4bf2-847c-df1ff83c020e,True,237715727,2021-12-21T00:41:16.176Z,2021-12-21T00:41:16.176Z,4,B3 因為他很多週都不上課 課綱有列,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
f36d14b8-6f9f-4a6a-9c9d-78bf2be19895,True,237715727,2021-12-21T06:35:06.168Z,2021-12-21T06:35:06.168Z,5,課綱上說會請業師，然後在課中有實作，感覺還不錯，如果不是和別的課撞到，我對這個課好心動QuQ,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
3d396a95-92eb-4a9f-9337-3e70ac87a81e,True,237715727,2021-12-21T07:26:03.837Z,2021-12-21T07:26:03.837Z,6,B4 我有看到，我以為只是課綱不完整，沒想到真的不用上課？！,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
ea1c2d78-c662-4ca8-b7ff-9e8b7f046440,True,237715727,2021-12-21T16:39:26.976Z,2021-12-21T16:39:26.976Z,7,B6 真的不用上課喔！是請講師來但每次上課就是一次三小時然後會有實作，所以只要到那幾次就好～ 鄭老師這學期新開四門課認真上都可以學到東西 一生推🥺,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
f6b68685-f2a0-4936-9f14-19ebc3da9fa4,True,237715435,2021-12-20T13:37:50.126Z,2021-12-20T13:37:50.126Z,1,聽說葉平很讚 訊號與系統必修就硬給他修過吧 不然讓給我,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
bdc73882-d2e1-4421-9dc1-f4b4671b1c49,True,237715435,2021-12-20T13:45:02.939Z,2021-12-20T13:45:02.939Z,2,"B1 謝謝你 主要是想問問評價心安而已 哈哈
訊號一定不會退 不然沒辦法畢業xD",0.0,False,False,{},True,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
fcda9ceb-abc4-4747-ab5b-8477f6f35dd5,True,237715435,2021-12-20T13:46:07.057Z,2021-12-20T13:46:07.057Z,3,訊號與系統沒選到😢,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
c1765135-1cce-4fc0-a7e7-37e953a50cdb,False,237715435,2021-12-20T15:08:06.637Z,2021-12-20T15:08:06.637Z,4,楊緒文根本是佛祖 選了吧,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,電子工程學系,
8755167f-fab5-42b2-a6a1-00d9f5ae1065,True,237715435,2021-12-20T15:22:21.071Z,2021-12-20T15:22:21.071Z,5,"網安聽同學說不錯

訊號與系統是全英，其實上課也聽不太懂😅，抱歉，老師上課的時候會寫板書（英文），就抄下來。有時候會有作業，上網找一下或是和同學討論一下，應該算的出來。
期末是功課依樣畫葫蘆的題目",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
d7bbff0a-0816-4eda-bc9c-a9c1992cd3e7,True,237715435,2021-12-20T16:03:43.277Z,2021-12-20T16:03:43.277Z,6,兩尊佛像在你面前不用問了,3.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
8271fb58-134c-46f1-a73d-148d59c001a0,True,237715435,2021-12-20T16:40:49.524Z,2021-12-20T16:40:49.524Z,7,這兩個都是佛祖轉世,2.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
9fce4da8-5d56-4c60-abc7-dd568d3c1eb9,True,237715435,2021-12-20T17:23:47.834Z,2021-12-20T17:24:14.240Z,8,"B3 下次一定會選到的xD
真的非常感謝 以上的分享",0.0,False,False,{},True,M,中原大學,,[],False,False,,False,False,8,,False,,,False,,,
28d0a1c4-f40b-4da5-9936-0e0656b8881a,False,237715435,2021-12-21T03:46:28.489Z,2021-12-21T03:46:50.214Z,9,佛不佛就看你google的能力了😏,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,9,,False,,,False,,電子工程學系,False
8527c214-f25f-4df4-bbf7-e11aaba33e0f,True,237714695,2021-12-20T11:54:00.227Z,2021-12-20T11:54:00.227Z,1,量子糾纏,3.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
5d063892-22da-4002-8fec-68e8a567aea6,True,237714695,2021-12-20T16:38:04.094Z,2021-12-21T00:54:03.470Z,2,,,False,True,{},False,,,,[],True,False,,False,False,2,,False,,,False,,,False
1b10bfe0-fb9d-4a44-8864-7c4fd07e925b,True,237714695,2021-12-24T17:46:30.475Z,2021-12-24T17:46:30.475Z,3,非常涼的涼課⋯,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
75968491-b725-477f-8fac-ddd14959ea1f,True,237714695,2021-12-27T05:16:03.458Z,2021-12-27T05:16:03.458Z,4,B3 天啊謝謝你的回覆~,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
4652ae88-c00c-4ec1-8d8e-11679f7f26aa,True,237713476,2021-12-20T10:04:17.146Z,2021-12-20T10:04:17.146Z,1,同問！,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
1e82ba46-d8fa-45bc-aaa2-a6c32a8e9fd7,True,237713476,2021-12-20T10:43:02.568Z,2021-12-20T10:43:02.568Z,2,涼,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
d9ae11f1-36f6-46ba-9082-75b22fa02aa5,True,237713476,2021-12-20T11:05:42.844Z,2021-12-20T11:05:42.844Z,3,應該跟現在的積體電路封裝測試實務差不多,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
8156b02d-c2e6-4818-a2b9-e066e5d62497,True,237713476,2021-12-21T14:55:54.099Z,2021-12-21T14:55:54.099Z,4,去聯電參訪,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
98f4bc7c-e329-4ef0-9179-63db6fe4ce08,True,237713476,2022-02-24T16:11:22.833Z,2022-02-24T16:11:22.833Z,5,我想請問會是硬課嗎？,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
709e685f-083d-4429-9e61-81e867ea6d59,True,237711110,2021-12-21T12:58:50.803Z,2021-12-21T12:58:50.803Z,1,一個是清大一個是台大開的 可以先複製旁邊網址點進去看說明,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
a9e1d099-b5a3-4a72-bc0a-ac15e6d5aa57,True,237710905,2021-12-20T02:33:16.736Z,2021-12-20T02:33:16.736Z,1,"眼神通識 (･ัω･ั)
我都沒修過但我自己會選延伸通識
比較難選且不易加簽
而且那堂延伸歷年都超多人選
我自己的想法啦",32.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
8e8924ec-6589-4efb-b081-5fddcd1b5f3c,False,237710905,2021-12-20T02:37:13.719Z,2021-12-20T02:37:21.033Z,2,先選通識 那堂系選每年都有 不用擔心,6.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,應用外國語文學系,False
31d4162e-8ee3-44ca-964c-a97e25950792,True,237710905,2021-12-20T02:37:27.040Z,2021-12-20T02:37:27.040Z,3,通識+1,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
83df3ff5-eeae-4cda-a7db-93cc6b2d4b0e,True,237710905,2021-12-20T02:40:23.196Z,2021-12-20T02:40:23.196Z,4,"係選比較好加簽
通識應該優先",1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
f5a97289-38c0-41d0-8bb5-51e5fe89b9e1,True,237710905,2021-12-20T02:48:24.447Z,2021-12-20T02:48:24.447Z,5,臺灣政治與民主,2.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
bad01b46-6a43-453d-a2be-cf111c4964d9,True,237710905,2021-12-20T02:50:00.242Z,2021-12-20T02:50:00.242Z,6,"了解!!謝謝各位學長姐
我會退掉系選☺️🧡",0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
28496f98-0eea-4d8e-9684-bb8c31203374,True,237710905,2021-12-20T02:54:42.548Z,2021-12-20T02:54:42.548Z,7,B6  一起修愛情管理呀☺,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
24a46754-133d-400b-b150-d5122ff21c97,True,237710905,2021-12-20T02:55:18.674Z,2021-12-20T02:55:18.674Z,8,B7 不要去噁心學妹==,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,8,,False,,,False,,,
ad617e58-d68b-4873-9b8c-41c342d16931,True,237710905,2021-12-20T02:59:34.854Z,2021-12-20T02:59:34.854Z,9,B8 那學姐要一起修嗎😊😊,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,9,,False,,,False,,,
07fd8acd-b617-4844-a97a-3d0a3ff19e9b,True,237710905,2021-12-20T03:03:24.320Z,2021-12-20T03:03:24.320Z,10,B9 對不起要讓你失望了 學姊有男朋友了,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,10,,False,,,False,,,
cfc119b7-85d4-40bf-9580-cf5c544606b3,True,237710905,2021-12-20T03:06:29.170Z,2021-12-20T03:06:29.170Z,11,B10  有男友還是可以呀😈😈  我喜歡姐姐型,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,11,,False,,,False,,,
f875dd03-09db-491a-997c-207dffa8b28b,True,237710905,2021-12-20T03:35:19.449Z,2021-12-20T03:35:19.449Z,12,B11好啦噁猴可以滾了,8.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,12,,False,,,False,,,
3afedb88-b520-4c8f-8d4b-dd2e69d0ca19,True,237710905,2021-12-20T03:54:29.294Z,2021-12-20T03:54:29.294Z,13,B12 🐵🐵,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,13,,False,,,False,,,
bc4adf86-df47-42e5-a2ae-5876cd2bd355,True,237710905,2021-12-20T03:55:07.673Z,2021-12-20T03:55:07.673Z,14,B7 那幾乎都遠距課 修了也很難認識女生 除非加賴去噁別人,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,14,,False,,,False,,,
ff0c1bed-4da4-4260-b4f7-08afe6d5d75a,True,237710905,2021-12-20T04:00:00.724Z,2021-12-20T04:00:00.724Z,15,B14  遠距要怎認識？,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,15,,False,,,False,,,
b11e9933-e213-4946-a8b6-c78a20d7bb63,True,237710905,2021-12-20T04:06:58.967Z,2021-12-20T04:06:58.967Z,16,B15 還是會創群組因為有期末報告 我那學期加第一堂課總共面授2次吧 所以我根本沒跟組員講過話,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,16,,False,,,False,,,
26ad6230-6aac-4319-abde-cecb811e4d17,True,237710905,2021-12-20T04:11:43.030Z,2021-12-20T04:11:43.030Z,17,"先上通識，雖然我修了愛情管理一樣魯蛇
演說之後再上也可以！",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,17,,False,,,False,,,
b529a50f-34d6-4203-9647-95ffb2325904,True,237710905,2021-12-20T05:48:05.653Z,2021-12-20T05:48:05.653Z,18,"謝謝學長姐的補充
希望你們都能修到自己喜歡的課 : )",1.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,18,,False,,,False,,,
3a1ac5cf-32f7-44b1-98d7-d161cb34498c,True,237710905,2021-12-20T14:25:47.406Z,2021-12-20T14:25:47.406Z,19,"傻孩子
當然是修選修阿😏",1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,19,,False,,,False,,,
32dca393-534b-4d4b-8b05-7174f7c6c1b4,True,237710905,2021-12-20T14:36:29.925Z,2021-12-20T14:36:29.925Z,20,"推愛情關係管理不錯
雖然我跟很雞掰的前男友一起修修到分手
然後他分數還比我高",2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,20,,False,,,False,,,
2d39a135-a0c8-4c23-958e-38fc47d9b49d,True,237710905,2021-12-21T00:55:33.346Z,2021-12-21T00:56:35.391Z,21,,,False,True,{},True,,,,[],True,False,,False,False,21,,False,,,False,,,
eff428ec-df9e-4567-9ad9-390b3e0b10f9,True,237710905,2022-02-21T10:16:28.413Z,2022-02-21T10:16:28.413Z,22,B16 請問期末報告是小組嗎～需要上台嗎？謝謝～,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,22,,False,https://megapx.dcard.tw/v1/images/000a8aca-5a15-407f-874b-58f32a42cdfc/encode/160,https://megapx.dcard.tw/v1/images/000a8aca-5a15-407f-874b-58f32a42cdfc/encode/160,False,,,
6dd51a03-9795-45f5-84f0-c9896665f052,True,237710801,2021-12-20T02:29:19.964Z,2021-12-20T02:29:19.964Z,1,同問商業智慧與資料分析🙏🙏,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
1620eabb-f6cc-484f-bc5b-f0fc0be3a15f,True,237710801,2021-12-20T02:49:38.068Z,2021-12-20T02:49:38.068Z,2,上第一堂沒興趣再退,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
f3843446-0127-4bb9-8f98-34510ca40740,True,237710801,2021-12-20T03:20:58.927Z,2021-12-20T03:21:04.879Z,3,這學期有上鄭老師其他的課 覺得他人很好 應該是很好過！,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,False
9f38075f-25d3-4e20-bb51-5d4dd72b0391,True,237710801,2021-12-20T03:28:24.937Z,2021-12-20T03:28:24.937Z,4,"B1 +1,也要問",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
82e38f60-e59c-4b0f-8e4f-10f8cbe1fd42,True,237676108,2021-12-15T08:06:52.793Z,2021-12-15T08:06:52.793Z,1,"之前修過 一學期會有兩個報告
加期中期末（不是排考 也不難）
老師人很好 給分也蠻甜的！",2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
e68bb122-19e2-404f-a17c-b3d9df3592ba,True,237676108,2021-12-15T10:27:30.283Z,2021-12-15T10:27:30.283Z,2,"1.沒上過這堂(換人開了嗎)
2.算甜，“莫名奇妙”的甜
3.好過，“不知道為什麼”就大家都過了
4.不多，你上幾堂後就知道了",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
eabbbc5f-1ef1-4efa-9885-5a0750fda4ca,True,237676108,2021-12-15T19:31:52.425Z,2021-12-15T19:31:52.425Z,3,老師人很好👍,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
cab13c8c-5422-4103-8bf9-d6576426ca00,True,237658520,2021-12-13T03:51:09.174Z,2021-12-13T03:51:09.174Z,1,簽到 滑手機 簽退,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
514378c3-6fd1-4466-b40b-f48aefc31fdf,True,237658520,2021-12-13T05:31:34.512Z,2021-12-13T16:08:29.853Z,2,,,False,True,{},False,,,,[],True,False,,False,False,2,,False,,,False,,,False
863170ea-8959-401b-b076-8c4dfaaa16e9,True,237658520,2021-12-13T06:36:35.700Z,2021-12-13T06:36:35.700Z,3,會請業界名師來演講 一學期會寫兩份心得報告 大部分演講老師都很認真能學到很多知識 但也會遇到沒什麼準備的老師,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
4b9930d3-6774-434e-a094-a651e51a591c,True,237658520,2021-12-13T10:30:36.491Z,2021-12-13T10:30:36.491Z,4,B1 B2 B3 那想請問給分的部分如何呢 謝謝,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,4,,False,https://megapx.dcard.tw/v1/images/234b7853-ab4c-458a-8a60-f2dcc5185df4/encode/160,https://megapx.dcard.tw/v1/images/234b7853-ab4c-458a-8a60-f2dcc5185df4/encode/160,False,,,
52162883-578f-4358-a9f2-39f018482c2d,True,237658520,2021-12-13T14:58:41.383Z,2021-12-13T14:58:41.383Z,5,"B4 很佛
聽音樂會（印象中2場）
簽到/上課/滑手機/拍照/下課
然後及格
佛課
我輕鬆91",1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
c80d21e6-725a-4b6a-b170-2a1108e86398,True,237658520,2021-12-13T15:25:27.048Z,2021-12-13T15:25:27.048Z,6,B5 好 謝謝你！！！,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,6,,False,https://megapx.dcard.tw/v1/images/234b7853-ab4c-458a-8a60-f2dcc5185df4/encode/160,https://megapx.dcard.tw/v1/images/234b7853-ab4c-458a-8a60-f2dcc5185df4/encode/160,False,,,
d40b6b8f-06a3-4402-a077-29c275846b79,True,237629980,2021-12-09T03:45:27.104Z,2021-12-09T03:45:27.104Z,1,新老師 110-1才剛來,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
a64afddb-35d7-4a30-961c-18bdd016971a,True,237629980,2021-12-09T03:50:15.658Z,2021-12-09T03:50:15.658Z,2,期中期末1000字報告,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
9ef7aa48-7d0c-4a55-928d-c0123fda9da2,True,237629980,2021-12-09T05:21:09.278Z,2021-12-09T05:21:09.278Z,3,每週要寫上課心得,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
8f77f925-e8bd-466c-a5c1-edf1aabf9d90,True,237629980,2021-12-09T06:02:21.967Z,2021-12-09T06:03:07.010Z,4,問題很多 每堂都要分組討論 每禮拜都要心得+問題回應 期中期末1000字報告🙃,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,False
8dd5d83b-eb01-43f0-970d-1e78a6499c11,True,237629980,2021-12-09T06:33:37.448Z,2021-12-09T06:33:37.448Z,5,正在上,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
